Date,MMM,AXP,AMGN,AMZN,AAPL,BA,CAT,CVX,CSCO,KO,DIS,GS,HD,HON,IBM,JNJ,JPM,MCD,MRK,MSFT,NKE,NVDA,PG,CRM,SHW,TRV,UNH,VZ,V,WMT
2016-06-27,-0.011412197947019309,-0.039793209547366426,-0.012768996417066303,-0.01087332745432501,-0.014560903364473021,-0.03019285170893593,-0.022593304716821194,-0.015112947137334132,-0.015856150874647312,-0.0034145838492248837,-0.013999282447274997,-0.01656580016354292,-0.013686701235689047,-0.013453555863992328,-0.021078714310955537,0.00795613788082794,-0.033389063614362,-0.02628938242095713,-0.010200277874734653,-0.02809573081768635,-0.013310553754697252,-0.010715131454633764,-0.012521137502192858,-0.03046151465948521,-0.012088007514415411,-0.006034973383441722,-0.0013110117251101672,0.005695135629249393,-0.02278502966383167,-0.0063923842619204585
2016-06-28,0.014355080993959435,0.003988213457175371,0.02655984632797015,0.023996131450350733,0.01684017062739973,0.00969850289910501,0.01597124432903918,0.012654293249658055,0.01757636332610124,0.009136834520570902,0.017694409473782535,0.020786898264494313,0.022940819939402113,0.02332658911913854,0.015330869547150128,0.01441464639888168,0.03315383573308561,0.018917043026706937,0.004881684210030102,0.02085478367057414,0.023125826464722943,0.014589020931148111,0.015142218114390316,0.019455913132856217,0.034745645739565845,0.03425489943822613,0.011669296879137647,0.0014613131335161622,0.02481603930328946,0.0001402141096054077
2016-06-29,0.011380272614503806,0.03506299393683587,0.011319190163696868,0.010805839528702954,0.008655067193598098,0.02502217757650471,0.023579468225688016,0.017613165534517305,0.016912491981938338,0.005885017232915235,0.009682550434007675,0.021697985919006513,-0.0012545709491524892,0.003506944231361553,0.01894298164106556,0.009303897306652154,0.028225743059111963,0.008354067489730221,0.02644830227189776,0.022249291518194436,0.038425659500995746,0.016339570846441775,0.0175836685861821,0.018697586243719977,0.0012067609756856168,0.023481753510582903,0.0130484969276361,0.004378015892855691,0.021022057546939088,0.013284564153874134
2016-06-30,0.020988921942457495,0.018950296450240156,0.013657433502410887,2.7933222965126348e-05,0.012712151355083856,0.02267887690766357,0.02128542171662362,0.013633464252720051,0.015215621060498119,0.02002694875279909,0.008661607376653668,0.021168317174829587,0.002511988655397479,0.016250283519022135,0.022362551080679527,0.016508798763731347,0.015359473589313,0.00711354924892027,0.009815951738197493,0.012465335177798353,0.0012695626639311897,0.007717232511923244,0.009057604813969888,0.005190010053452321,0.011225680026127893,0.01909057475742104,0.004838940717149409,0.014166412509527992,-0.03348967423579663,0.007728463661325735
2016-07-01,0.0023982421165258394,-0.0011522089837096017,0.013999345027482235,0.014057801392656444,0.003033414801069556,-0.0013860049997640456,0.008442341326495129,-0.006486827421710917,0.0038342506423469924,-0.004632637418160113,0.0021465531947157945,-0.002221198994511564,0.015114585265506575,0.001547499060094104,0.0037556723972771433,-8.244548013525144e-05,-0.0064872432207983,0.0004986269808746613,0.0057280362562495135,-0.00019553749538980814,0.0074272951371374685,-0.007445254719420591,0.0012992629816221957,0.005289001917622382,0.00044242252735537946,-0.001595604784222493,-0.0024076916130801873,0.006984496687921338,0.004179692910835087,-0.0028757611823398976
2016-07-05,0.000512679495411561,-0.0253748171634558,-6.489949906118841e-05,0.003334758605593846,-0.009385789509784082,-0.02097287940047976,-0.027076955832233573,-0.005568517073100909,-0.007358048978217457,0.006870395678508112,-0.003774259113780487,-0.025631759161219958,-0.0020827707438950682,-0.010901396103278893,-0.00439754920383173,0.008079744336740191,-0.027913604567682215,0.002990028963360425,0.0010356915531453126,0.0001955757377798406,-0.0073725371279783625,0.014787833867940359,0.007785107900325938,-0.014530893583162507,0.0029275111748117144,-0.0014304476959662304,0.004969520762401647,0.0053349451717603635,0.0025507512334437266,0.004532339691980081
2016-07-06,-0.002676122226585531,0.005579101429237454,0.011538533813167717,0.013061448430278899,0.005684706842005616,-7.895283907899397e-05,0.006050141383436847,0.009751795692049203,0.013766305249967026,-0.003521903241284541,0.008089207237010454,0.00782230720524879,0.017162823723308573,0.0137982162620236,0.004548738325609536,0.003025954543657061,0.010747145702808547,-0.0010765875647058554,0.02000015549743872,0.004103757810748787,0.010869357468744623,0.006335559111140254,-0.004799147777389878,-0.00216099405726633,0.01740982015123671,0.0006737033363946043,0.00579282443382767,0.005271281490494939,-0.008168781877955889,0.009297363518221413
2016-07-07,-0.0016556474133266885,0.00554822114324649,0.003460210119853091,-0.0014100121203947102,0.004291746119896356,0.0016540575809864677,0.002940151535168356,-0.01463005451797661,0.0006965399159311048,-0.003976144743504939,0.006854980349123574,0.009754352588986714,-0.003116284966553695,-0.006077204780919221,0.0015097515392823446,-0.0010598353877220301,0.006479518326756972,0.0024040891324514924,-0.006423406089507422,0.0,0.0021506538809994424,0.02602317434477741,-0.0023515664989933738,0.0033120852601675743,0.007705366588081963,-0.01052518582107942,-0.011096950608960543,-0.015641861298370863,0.00607584935271599,-0.003928846474113512
2016-07-08,0.012866601530476363,0.02808888548926558,0.028801455096523876,0.012544681838379868,0.007713421396895681,0.022961501029671094,0.030912654023937503,0.016690839736954066,0.018093072432348256,0.006431641684140343,0.012295689757391148,0.022992769030113935,0.024245223169364616,0.023512067442895246,0.012188790274637817,0.0027752966827032655,0.020633731515851572,0.0032250877804971267,0.009697029748544805,0.01790593390972206,0.01430611435043172,0.04009024761600122,0.011080611558365705,0.02704403798664745,0.014630753503324101,0.004850668342136322,0.0033379207829360436,0.009389928947128867,0.025634250400581537,0.004216105667753212
2016-07-11,0.005024986526837916,0.01089622344808272,-0.005711095887194206,0.010686328376066534,0.0031028295423967123,0.014989413506185878,0.005557441050107359,0.005917621775388904,0.005810056315098899,0.004186925334390024,0.003613736603978568,0.012036398277818439,0.0060292839778723906,-0.002272202212019181,0.005632197427991592,0.0006512421243263233,0.0071162600179117685,0.005688240259488664,-0.00016871271648066788,0.005544933488517367,0.0019395652163174404,0.02300876679275543,-0.00023333806163261528,0.009519382120982245,0.002185929142267229,0.00033880380854900416,-0.006724842477666915,0.0005363137376757088,0.0013080759307493306,0.002979320175229061
