Date,Rank_1_Stock,Rank_1_Return,Rank_2_Stock,Rank_2_Return,Rank_3_Stock,Rank_3_Return,Rank_4_Stock,Rank_4_Return,Rank_5_Stock,Rank_5_Return,Rank_6_Stock,Rank_6_Return,Rank_7_Stock,Rank_7_Return,Rank_8_Stock,Rank_8_Return,Rank_9_Stock,Rank_9_Return,Rank_10_Stock,Rank_10_Return
2017-07-20,HD,-0.04089995672057367,SHW,-0.024852670924659925,TRV,-0.014945272851459857,HON,-0.008814089573951245,AXP,-0.0067499138058120245,CAT,-0.004914423808769053,AAPL,-0.004502556068287422,BA,-0.002845155460704407,GS,-0.0025576137705963786,V,-0.0014251323786141912
2017-07-21,CVX,-0.013189444849012966,GS,-0.009536315571950227,CRM,-0.009387987079784388,JNJ,-0.009226161595698334,CAT,-0.0068016218989027655,MMM,-0.006072002970916923,MSFT,-0.005793840283109697,MRK,-0.004925610029107963,IBM,-0.00392786652876731,JPM,-0.003399092835046469
2017-07-24,JNJ,-0.01699789543610819,NKE,-0.01668042452787688,HD,-0.014115260699469556,MCD,-0.013448416136016328,VZ,-0.011756618918799089,NVDA,-0.01159996543677666,GS,-0.00908344989395049,IBM,-0.007410905375935362,AXP,-0.006893347100306979,MMM,-0.005493612107447143
2017-07-25,MMM,-0.05052388699833965,JNJ,-0.008495832372403367,DIS,-0.005420626385510774,NVDA,-0.004814737209708375,V,-0.0037860852906174136,MRK,-0.003356133038675102,HON,-0.0033404115342695606,UNH,-0.0025670302798285194,AMGN,-0.0009387558554758701,AMZN,0.0008855370482221403
2017-07-26,AMGN,-0.027640850233996428,NKE,-0.017342861741734716,MCD,-0.016093591942752727,CSCO,-0.014321523476934717,TRV,-0.011454477843297117,JPM,-0.009374875296793594,MRK,-0.008980079374579453,CAT,-0.008905252546576148,JNJ,-0.0070518099611007745,IBM,-0.005677675804215299
2017-07-27,NVDA,-0.03300238555300772,AMGN,-0.02126342629895639,AAPL,-0.018897707985947698,AXP,-0.016998615938958017,SHW,-0.014318104138228205,V,-0.012692023697642774,MSFT,-0.012018903365593081,HON,-0.010903210686045273,UNH,-0.00954127149574957,AMZN,-0.006458969538946313
2017-07-28,AMZN,-0.02481836242119062,SHW,-0.009260054956987451,AAPL,-0.007039948664561146,MCD,-0.007008205088397279,IBM,-0.005376629847885339,PG,-0.005183367553892371,V,-0.004218392189948128,JPM,-0.0029496803617566902,KO,-0.0023855977568298936,CAT,-0.0023609960088211146
2017-07-31,AMZN,-0.03162619107383846,SHW,-0.0149248291188806,NVDA,-0.011436549709253674,AAPL,-0.0051505835209042505,HON,-0.004897718685972441,MSFT,-0.004655066134742536,MCD,-0.004556005333440916,KO,-0.00369453379023843,MRK,-0.0035876216520537296,CSCO,-0.002220636799336817
2017-08-01,BA,-0.012455776037538335,CAT,-0.0074591316681345,MCD,-0.007090029381019436,KO,-0.0030540920104733527,AMGN,-0.002177311062711129,MSFT,-0.0016509685500739613,JNJ,-0.0015823488048939405,SHW,-0.0005338334708804293,AXP,0.00011701068512981472,MRK,0.0006262130141649891
2017-08-02,DIS,-0.01753904902744885,CRM,-0.01458012406136111,VZ,-0.013908937965671497,MRK,-0.007509358225107787,BA,-0.006222915543431462,IBM,-0.00584983407324613,MSFT,-0.004408626097284873,CSCO,-0.004107301756204329,TRV,-0.0037148677699401222,GS,-0.0032160479586673674
2017-08-03,MCD,-0.011942326739067921,GS,-0.010076156109474321,AAPL,-0.009991390809134026,CVX,-0.009324405746749531,SHW,-0.009018799777566477,AMZN,-0.0090069743894452,V,-0.006812686304760507,JPM,-0.006551222414270308,PG,-0.0019771352441193546,AMGN,-0.001604848167707451
2017-08-04,DIS,-0.013104875126299431,MRK,-0.006611961608682826,NKE,-0.006318683825869642,MCD,-0.005817006529908686,WMT,-0.004822377976946957,KO,-0.003722368502230955,BA,-0.0022662782848086316,PG,-0.002091287328407243,AMGN,-0.0018951212237370285,JNJ,-0.0012751900756052814
2017-08-07,DIS,-0.012443066833952243,IBM,-0.01164219563418667,HON,-0.007712040437478085,TRV,-0.0068624184091302665,MRK,-0.004120573766990154,MSFT,-0.0038522395044224833,CVX,-0.0029969906053897155,JNJ,-0.002402650490506697,SHW,-0.0020294026442062574,AXP,-0.0013955366586685392
2017-08-08,NVDA,-0.011895096288693785,MRK,-0.008274742609501451,SHW,-0.00565185868216489,NKE,-0.00551910062591765,CSCO,-0.005339106984518449,VZ,-0.005321276991059776,AMGN,-0.005097925349079713,MMM,-0.004868295340953566,JNJ,-0.004440742008862242,GS,-0.003735079325747237
2017-08-09,DIS,-0.03879216874808278,BA,-0.015834903102531106,AMZN,-0.00791041735602449,VZ,-0.007819221116254438,GS,-0.004482009164973211,MSFT,-0.004396250805697832,V,-0.003060618636296253,AXP,-0.0029093889084903513,IBM,-0.002392571962716472,JPM,-0.0016015894421510524
2017-08-10,NVDA,-0.04282186465257953,AAPL,-0.031851830375928314,CRM,-0.027629828388277433,AMGN,-0.02558356915118376,AMZN,-0.02554958858013978,GS,-0.02385162364736093,CSCO,-0.01960774358635886,V,-0.01465811151482066,MSFT,-0.014627065758077706,DIS,-0.014392874691056767
2017-08-11,NVDA,-0.053295952685252335,TRV,-0.011643033252428214,JPM,-0.008352445893366811,CVX,-0.007992042729153548,GS,-0.005986869703421105,HON,-0.004736319204419748,PG,-0.004360178437996076,KO,-0.0032791831542310357,WMT,-0.0032236736371201724,AXP,-0.003193049909724799
2017-08-14,DIS,-0.005784837137814747,CVX,-0.004760515272892785,HD,-0.0040031936720387185,MCD,-0.00025405873516637367,JNJ,0.0028551236085381237,IBM,0.0033842705823061703,PG,0.003393846749091267,UNH,0.0035747283872284985,WMT,0.0037314395436096603,KO,0.004606313999079514
2017-08-15,HD,-0.026513438355616925,NKE,-0.02040826506468829,SHW,-0.01463671915200182,NVDA,-0.00843222885200956,VZ,-0.006150000370697684,HON,-0.006147137442807482,AMGN,-0.0028145072489830225,MRK,-0.002712726650134223,IBM,-0.0017567585047686407,CVX,-0.0012876810711397457
2017-08-16,NVDA,-0.010959395668967087,GS,-0.008699734476743881,JPM,-0.006901710015029816,BA,-0.0066061929087481985,CVX,-0.006047344935411814,AMZN,-0.0046401008619690876,AAPL,-0.004022265970411665,UNH,-0.003753228075594972,VZ,-0.0014441728630157913,NKE,-0.0003410962621325231
2017-08-17,CSCO,-0.04019782933019911,NVDA,-0.022282705631718414,AMGN,-0.020887482165041327,AAPL,-0.0191981856418193,GS,-0.01857192584845002,NKE,-0.0184490327448239,AMZN,-0.018002837643680936,MSFT,-0.01697260964589631,HD,-0.016945767826593072,HON,-0.016149752315385957
2017-08-18,NKE,-0.04368264557986212,CSCO,-0.021585071643634213,HD,-0.014564927419131624,UNH,-0.0097565183631656,MMM,-0.008862991985354896,AXP,-0.008246803358057941,IBM,-0.007107202338636487,DIS,-0.00670725436754771,HON,-0.0066253691926965175,MRK,-0.0056599257229117406
2017-08-21,NKE,-0.024386048774457048,NVDA,-0.014550939305428168,CVX,-0.006573747541988029,GS,-0.006121965682840069,AMZN,-0.005404423101813438,MSFT,-0.004690135132496942,TRV,-0.0034406170192480268,CAT,-0.002809091981565204,AAPL,-0.0018412694121239248,JPM,-0.0012123194699336093
2017-08-22,KO,-0.001750930085057112,PG,-0.000753988884607204,AXP,0.0,TRV,0.002510536427532406,WMT,0.0038890688583155253,VZ,0.004362099040836176,MMM,0.004449189571877454,HD,0.004758657313055803,IBM,0.004845427264672297,CVX,0.005482676732368574
2017-08-23,JNJ,-0.014105394852597652,DIS,-0.012357782207389478,CSCO,-0.01119289844272342,SHW,-0.009615636579083264,NKE,-0.009606437376485477,CAT,-0.009238327236377297,AMZN,-0.009204668188810716,V,-0.00855194256322267,MMM,-0.007905804769898661,BA,-0.006923845089734204
2017-08-24,WMT,-0.02025985125909502,TRV,-0.012504037157198167,AMZN,-0.005793322416450586,HD,-0.005701139979471748,AAPL,-0.004438092287790907,NVDA,-0.003679390784541381,KO,-0.0028549481783850528,MMM,-0.0027137647473215454,MCD,-0.002518568624582218,PG,-0.0018391529551431418
2017-08-25,BA,-0.011937808339272049,NVDA,-0.008353625667728792,AMZN,-0.0075489710670970656,JNJ,-0.0028018726380374392,GS,-0.0023322631450060083,UNH,-0.0020025581475892062,AMGN,-0.0012357544807070076,CRM,-0.0005312200601359507,MMM,4.934758132590922e-05,NKE,0.0011143617900810643
2017-08-28,TRV,-0.025618854072022468,GS,-0.009529277877618703,IBM,-0.008556863227768385,WMT,-0.007630787836918174,CRM,-0.004675967463870445,CVX,-0.0043426668839109395,KO,-0.0032919682257925853,JPM,-0.0031559056870006374,NKE,-0.0031542314126651316,CAT,-0.00242704693399598
2017-08-29,NKE,-0.018611422451669135,SHW,-0.017054408126149223,JPM,-0.005458490227947532,HD,-0.004385368965645897,MRK,-0.003158839314002959,VZ,-0.002057253421352767,CSCO,-0.0019023971739215995,MCD,-0.0018156788332031049,TRV,-0.001785363026317821,NVDA,-0.0016362890945297304
2017-08-30,TRV,-0.00975515281701389,JNJ,-0.00862254745660096,VZ,-0.008039632450117185,PG,-0.004874306484237256,UNH,-0.0043204341814985225,IBM,-0.004051920688705968,NKE,-0.0032239735053419816,WMT,-0.0029198823480983682,KO,-0.001320397006316365,CVX,-0.0012051762154035028
2017-08-31,DIS,-0.016234042656990022,WMT,-0.0059841456285567585,TRV,-0.005172133943503798,JPM,-0.004599749354216365,BA,-0.0033268823217803556,VZ,-0.0031172080943719926,V,-0.002024364951881741,CVX,-0.0010211295101901774,HD,-0.0008663962130193159,CAT,-0.0005104984071622187
2017-09-01,MSFT,-0.011100229887014201,TRV,-0.010562578891807006,JNJ,-0.010123161477926024,HON,-0.004628581347064564,MMM,-0.0037194504873379053,AMZN,-0.002396498227640431,VZ,-0.001042126815288258,MCD,-0.0010002945213980485,MRK,-0.00046995132546678864,AAPL,0.00030478494386354527
2017-09-05,TRV,-0.037281233776375156,GS,-0.03585988790529504,NVDA,-0.02669236868244751,JPM,-0.023882130867851292,CSCO,-0.021052584895196236,BA,-0.013855932436119711,AMZN,-0.013268556723623814,MMM,-0.01267441870264252,AAPL,-0.012008182360005892,VZ,-0.01168622226514493
2017-09-06,CAT,-0.011157822872384648,BA,-0.010042199939277574,VZ,-0.009501432669948406,SHW,-0.005855663500668129,MCD,-0.005530702445403879,NKE,-0.004716231142367078,UNH,-0.004666158784230046,CRM,-0.003743105697202931,MSFT,-0.0028532859715847403,AAPL,-0.0010490696201485017
2017-09-07,DIS,-0.04374378412872704,JPM,-0.017533671942582485,TRV,-0.015639436455020195,VZ,-0.015135770471249588,GS,-0.013663458003019158,SHW,-0.009942859781699842,AXP,-0.009621359666175167,NKE,-0.0070129734008060884,IBM,-0.0063968068294435465,AAPL,-0.004014867075743056
2017-09-08,NVDA,-0.017349245973204974,AAPL,-0.01630874088428025,WMT,-0.015476996155246003,AMZN,-0.013854454733169819,JNJ,-0.009153371330879012,CVX,-0.009123775520026967,CSCO,-0.00881596998027201,MSFT,-0.00484230271336572,NKE,-0.0036263238955358545,IBM,-0.0031491521831213953
2017-09-11,HD,-0.008079889016739061,DIS,0.000206134262115798,WMT,0.0025357012304387805,VZ,0.004120369013309588,KO,0.004751666708580071,BA,0.0075800834147605745,SHW,0.008620036438611534,CAT,0.008912355423356777,UNH,0.009253991627234726,HON,0.010394562952665165
2017-09-12,MCD,-0.03219241163945563,UNH,-0.010572218767104347,CRM,-0.008801402212873177,PG,-0.005106674523088994,JNJ,-0.00435430750512833,AAPL,-0.003962591915399938,HON,-0.002302281767683434,MSFT,-0.001070283039738218,TRV,-0.0006525108500466947,CVX,-0.0002667509342193508
2017-09-13,CRM,-0.012803282076663258,CAT,-0.010831975082624123,SHW,-0.009790275385840985,TRV,-0.007919778477437078,AAPL,-0.007522173674224808,CSCO,-0.007096689826965319,AMGN,-0.00680623339033648,HON,-0.00562435558516694,V,-0.003577729130702645,JNJ,-0.0013569085927253033
2017-09-14,TRV,-0.012756079064790815,DIS,-0.009309915105867428,AAPL,-0.008580928236349261,KO,-0.008387192104876595,AMZN,-0.007392941375093831,MSFT,-0.005850724412252539,NVDA,-0.0056940177481946685,AXP,-0.005193856802221841,HON,-0.005003685581777995,HD,-0.003999983944815488
2017-09-15,SHW,-0.016043998544940985,AMGN,-0.010399231347469229,V,-0.007353262802942351,GS,-0.007185192868997992,CRM,-0.007030528796329483,HD,-0.006148643915579899,AMZN,-0.005462551407736771,IBM,-0.004947229787594543,PG,-0.0029932995965413767,MCD,-0.0005099667724494106
2017-09-18,AMZN,-0.012768695723707313,HON,-0.009211786885301887,AAPL,-0.0075685885086935745,NKE,-0.006868388845947759,AMGN,-0.005333918872116539,WMT,-0.004727295918304897,V,-0.004463298676394611,DIS,-0.004263136969789416,SHW,-0.0037538607090080722,HD,-0.0037247948739094205
2017-09-19,UNH,-0.017861787604314894,AMZN,-0.004444704451118442,CRM,-0.00407347165366978,NKE,-0.003177396962417811,KO,-0.0028191966086783538,BA,-0.0024498650971314095,JNJ,-0.0011820382654960104,TRV,-0.0011596985225631462,IBM,-0.0011065670086197743,NVDA,-0.0010662008958230995
2017-09-20,AAPL,-0.016757712367398758,JNJ,-0.014790524091844892,MMM,-0.014281709435369994,NVDA,-0.008060017699589639,MSFT,-0.0066275594849716235,AXP,-0.006404639853762495,KO,-0.004349889180928601,V,-0.004174438008472059,MRK,-0.002426040855230016,CRM,-0.0014683550321138439
2017-09-21,NVDA,-0.02733514422433536,PG,-0.018643731323743862,AAPL,-0.017171763704895926,JNJ,-0.01103468280431541,VZ,-0.010913427697101352,MSFT,-0.009741380080991902,AMZN,-0.008795663989611957,KO,-0.008300416801342192,AMGN,-0.008131007515097322,NKE,-0.006908302322015225
2017-09-22,UNH,-0.011167645592853659,AMZN,-0.009899903985017278,AAPL,-0.009779104498010116,NVDA,-0.009736677387438553,MRK,-0.007164702654061661,WMT,-0.005999552246507722,AMGN,-0.004715262298784939,PG,-0.004317818676381591,DIS,-0.0029326274116845408,CAT,-0.00288491557776438
2017-09-25,NVDA,-0.04469268556306105,CRM,-0.026016505413922864,V,-0.024062051451746003,MCD,-0.016676478742795764,AMZN,-0.016029796096028393,MSFT,-0.015455086054657396,AAPL,-0.008822111499248941,BA,-0.00830580268157155,JPM,-0.00748727772954616,HON,-0.006631316024486522
2017-09-26,MCD,-0.018622367165506803,DIS,-0.009440585420514958,VZ,-0.007816048917744789,MRK,-0.006443980933221627,JPM,-0.0044619098781707445,HON,-0.004048280898576784,CVX,-0.003983446223476017,AMGN,-0.0037037207042748266,KO,-0.002626323983703105,BA,-0.002437730521179793
2017-09-27,KO,-0.020408376019960706,PG,-0.019212396818556132,NKE,-0.01918072950869376,JNJ,-0.009088080677402743,CSCO,-0.008293551864931858,MMM,-0.0073450905879022255,SHW,-0.006531551173656003,IBM,-0.00614062391374437,HON,-0.004777571635785627,AMGN,-0.0038799204687018918
2017-09-28,DIS,-0.011991171483172858,CRM,-0.00654442850514747,AAPL,-0.006159345495075352,MRK,-0.004336733493751188,WMT,-0.004288144147735817,BA,-0.003956464824932393,CSCO,-0.0038827981287263835,JNJ,-0.0021579882550332163,VZ,-0.0020197329275088993,NKE,-0.0007593994799416359
2017-09-29,NKE,-0.014820484884223384,WMT,-0.010259597198262527,MCD,-0.005142670276736094,CAT,-0.00415225471521441,MRK,-0.004044017971892577,IBM,-0.003982137018993859,TRV,-0.0022801857095980926,UNH,-0.0012748190633790069,CVX,-0.0010201732522936435,BA,-0.0002358883856686811
2017-10-02,KO,-0.0046658370314539566,VZ,-0.002626768715293659,AMZN,-0.0022468758846300174,AAPL,-0.002011506894849302,CVX,-0.0005958817280891093,CAT,8.001412724123469e-05,NKE,0.0003857461642389204,AXP,0.000884811843234079,NVDA,0.0012866530740986981,MSFT,0.0016108504928613598
2017-10-03,NKE,-0.007711616304992064,MSFT,-0.004691103895447912,MRK,-0.0027887644218212992,AMZN,-0.002178918009798525,BA,-0.002070434906406904,MCD,-0.0006373672813433373,HON,7.010272177354615e-05,AMGN,0.00032096886060206664,IBM,0.0008180443434981921,V,0.0014225243537091536
2017-10-04,JPM,-0.010169635249689946,AAPL,-0.006473367160216625,GS,-0.00542165764240099,AXP,-0.00459414663552582,CSCO,-0.00357535452571045,V,-0.0026515556013093633,DIS,-0.002381189868932543,IBM,-0.0020437547629961195,CVX,-0.0020368832788364433,WMT,-0.001640763379599841
2017-10-05,UNH,-0.012869055055610312,AMGN,-0.00922662082722936,DIS,-0.00437574685391573,PG,-0.004220036002462457,CAT,-0.002682556688892501,VZ,-0.002605431532428759,MMM,-0.0006926825558084548,NVDA,-0.0005532165353409058,MRK,0.0,KO,0.0004392920770259767
2017-10-06,CVX,-0.013071506879865913,VZ,-0.007523453483943898,AMGN,-0.005512005275416176,WMT,-0.005163272893606519,JPM,-0.0017507453678174967,IBM,-0.0016359717767839843,HD,-0.0016250295950981375,BA,-0.001197504708347008,MRK,-0.0007737736146278262,KO,-0.0006587037049446964
2017-10-09,NKE,-0.01716891974385104,GS,-0.013088350809329685,UNH,-0.008885914411633222,JPM,-0.005261942176209566,DIS,-0.004996518186117682,SHW,-0.003833340765414972,MRK,-0.0034083275746253916,PG,-0.0022749514057892606,AMGN,-0.0019376632354994872,KO,-0.0017589835293579936
2017-10-10,CRM,-0.009140813514666335,UNH,-0.008252769895079948,CSCO,-0.0062199131511399,PG,-0.005427271960500635,AMZN,-0.003824436235170703,HD,-0.00331943036395288,HON,-0.0020192482018780433,SHW,-0.0013874275239655898,GS,-0.0008238717582501609,MSFT,0.0
2017-10-11,MRK,-0.01054906847599446,DIS,-0.010343372290358643,NKE,-0.009702956295450371,AMGN,-0.008826966496102706,IBM,-0.005925752431853448,VZ,-0.005698227989024307,HON,-0.004117088066229346,JPM,-0.002985770014372169,TRV,-0.002620236105272178,PG,-0.0017469238389395958
2017-10-12,DIS,-0.016438402970276766,UNH,-0.011984091902213945,GS,-0.010726029357602918,VZ,-0.010437983875326573,CSCO,-0.009824208729334982,JPM,-0.008777312584996033,AMGN,-0.007548379279817663,IBM,-0.0039967180432558536,HD,-0.0039938790320036555,NKE,-0.003919277964311574
2017-10-13,VZ,-0.010134301591448569,MRK,-0.006893465989045389,GS,-0.005296154610462289,BA,-0.004467243299150492,JNJ,-0.002923780015997024,UNH,-0.002073241111478108,JPM,-0.0013543995061036096,HD,-0.0007295098797743815,CVX,0.00016773558174065784,IBM,0.0004760309554781017
2017-10-16,WMT,-0.01015928565680424,AXP,-0.009692025241064606,AMGN,-0.006065236992795153,SHW,-0.004587389856945956,BA,-0.003796813464769011,V,-0.0033131852154895114,JNJ,-0.002272120562161195,MCD,-0.0021769713795493084,IBM,-0.0018357630057745933,HD,-0.001520270910530419
2017-10-17,GS,-0.02607150116974566,CAT,-0.0070737068015351845,V,-0.007017520206043515,HD,-0.0052970704260283386,MMM,-0.004435299087169886,CRM,-0.004426187100616263,BA,-0.004350264324603614,PG,-0.003650145361007495,SHW,-0.0036191707157090525,AXP,-0.0029360639785084297
2017-10-18,CVX,-0.017218457566957057,AMZN,-0.012020305032128253,AAPL,-0.004424438257291219,CRM,-0.002894952217961544,KO,-0.002579572840280986,CSCO,-0.0014879936230094426,DIS,-0.001118457678873197,NVDA,-0.0008597398617536944,JNJ,-0.0007817775658788273,PG,-0.0003233768311355911
2017-10-19,AAPL,-0.023660729067921826,AMGN,-0.011595245369726892,AMZN,-0.010421202279360164,UNH,-0.009648003787945503,GS,-0.008428825377377103,V,-0.007235487298992815,PG,-0.005321389147545874,BA,-0.003845599329307392,AXP,-0.0019547320708832583,HD,-0.0012849686749878408
2017-10-20,PG,-0.03646678716121876,AMGN,-0.006300197747926672,NVDA,-0.0045502527131182635,KO,-0.004507068920770019,AMZN,-0.0037502431042487627,MCD,-0.0012012450249335727,TRV,0.0011264737064300423,HD,0.0011638385401713247,AAPL,0.0017311140102427292,MRK,0.0020389307780619426
2017-10-23,MCD,-0.01779942499073861,AMZN,-0.016898832106748807,IBM,-0.01554844630912744,AMGN,-0.013281560362700673,VZ,-0.010902489898664713,PG,-0.010764653156964066,GS,-0.010623835342910337,BA,-0.009178592101486971,SHW,-0.008006153049746056,MRK,-0.007514214286206244
2017-10-24,IBM,-0.023002462248069233,JNJ,-0.013786404749324022,TRV,-0.00937177317395399,WMT,-0.007557271492474094,MRK,-0.004573806669082137,NKE,-0.004472494248658476,DIS,-0.0041540787356731945,PG,-0.0036656614274761523,KO,-0.0030223342892812255,VZ,-0.0010205106064360425
2017-10-25,BA,-0.02849611260127427,NVDA,-0.025266757017052277,AMGN,-0.01591115411406474,IBM,-0.015268235862817559,GS,-0.012783638340882253,TRV,-0.010586255576291892,MRK,-0.0104581237286685,CAT,-0.010127344172527586,CSCO,-0.008097546136341616,CVX,-0.006626084786889308
2017-10-26,MMM,-0.019942853973053176,MRK,-0.007365575274022262,AMGN,-0.005521260077879342,JNJ,-0.0038628491216818883,HON,-0.0010279018675087848,CSCO,-0.0008745188896792655,AMZN,-0.0004934079227257859,CVX,0.0,GS,4.112375427078874e-05,IBM,0.0006514021136323489
2017-10-27,MRK,-0.060493888909635474,CVX,-0.04137094999169,NKE,-0.014962398411119016,BA,-0.010838177788906722,AMGN,-0.007024327728058277,TRV,-0.006669571015260778,PG,-0.005257106689686042,WMT,-0.005077732856013428,KO,-0.0034608989272565394,DIS,-0.0025364110161905096
2017-10-30,MRK,-0.06061133910340932,VZ,-0.021280887562875717,MMM,-0.01584725267899223,UNH,-0.01509887425811729,WMT,-0.013836731658391166,JNJ,-0.012554301952118818,NKE,-0.012330429939979681,HD,-0.012130921245136705,CSCO,-0.011327451779582498,HON,-0.010670667959443159
2017-10-31,MSFT,-0.008463424947483533,JPM,-0.007888721378567332,NKE,-0.005065810733487441,CAT,-0.005055418455319316,AMZN,-0.005014171230441233,BA,-0.00489867413599665,JNJ,-0.004214381341517748,MMM,-0.003593122192144027,HON,-0.0033184475113113843,DIS,-0.002346016601689871
2017-11-01,AAPL,-0.012718779477727371,KO,-0.003914639243382867,CRM,-0.003810845434493615,UNH,-0.003282338860861933,MCD,-0.003235439315574906,HD,-0.0024130290807835575,AMZN,-0.0014476301234627176,VZ,-0.0008354845193373484,IBM,-0.00019487562042863615,MMM,-4.311709100801586e-05
2017-11-02,AMGN,-0.01715899023552747,HD,-0.016144467609631397,CSCO,-0.011842723773420771,SHW,-0.009247592637716573,AMZN,-0.008571317573420112,VZ,-0.007735802093446376,DIS,-0.006866745254294981,NVDA,-0.006081034638572347,CVX,-0.004918357465608536,IBM,-0.004414759312142191
2017-11-03,IBM,-0.011542440809268695,TRV,-0.010171586381065745,GS,-0.010045473546073103,BA,-0.0033507323134052136,HON,-0.0030259758892324795,CVX,-0.0029479170881260286,JPM,-0.0017717231921520193,VZ,-0.0008429573624382236,MMM,-4.3477008313308474e-05,PG,0.0008093969682896329
2017-11-06,VZ,-0.0398562174220044,AMGN,-0.01522134795311647,WMT,-0.010927621124274922,KO,-0.010876651402049853,MMM,-0.008224476910330347,SHW,-0.007982515937020485,JPM,-0.006212368085621756,PG,-0.006121598471899081,IBM,-0.004881557234173384,GS,-0.0037234079478781767
2017-11-07,JPM,-0.02014285990176201,NKE,-0.015881262308468203,GS,-0.015113495498359941,AXP,-0.009554545614364973,MRK,-0.005189415833622979,HD,-0.0034095979722784664,MSFT,-0.002367585198914557,MMM,-0.0011292915980301022,CSCO,-0.00029076405692285423,JNJ,7.172704560942655e-05
2017-11-08,NVDA,-0.013535993954230774,JPM,-0.011240535756086523,CAT,-0.010950054134279297,UNH,-0.009073689806884833,CVX,-0.004861953624631377,DIS,-0.004231796194426707,MCD,-0.003923790201283639,AXP,-0.0025163396231963064,VZ,-0.0024143093953972183,BA,-0.0021039339627372255
2017-11-09,SHW,-0.02144080808788662,NVDA,-0.018359020600936082,MCD,-0.018224362930958415,AXP,-0.014506397129438575,CAT,-0.01420342134115804,CRM,-0.013615273474517964,CSCO,-0.013043369329000298,HON,-0.009669277981248281,VZ,-0.008578723404255362,JNJ,-0.006863554048007425
2017-11-10,MRK,-0.012987284043367242,AMGN,-0.009482896751010106,MCD,-0.008443153341010756,IBM,-0.007584665828739512,BA,-0.007042047923763617,JNJ,-0.005629270102562978,VZ,-0.0042155368689638095,MMM,-0.004115636112356991,AMZN,-0.0033476955293720856,AAPL,-0.00330924944438471
2017-11-13,TRV,-0.016378655258692643,NVDA,-0.016239448131629364,MRK,-0.006849499992259034,IBM,-0.005095190902498881,AMGN,-0.004931645560272924,V,-0.004290197453491906,AAPL,-0.004007398360136638,NKE,-0.003208971606452393,VZ,-0.0028967985814001285,CSCO,-0.0011768515546853875
2017-11-14,AAPL,-0.015117592321604145,DIS,-0.014989472747073629,GS,-0.012610781449835406,VZ,-0.011843377758407159,AMGN,-0.007988620781058553,JPM,-0.006028985609479398,UNH,-0.004467165718280652,CVX,-0.0026446714814462036,BA,-0.0025148370627567918,MRK,-0.0019961068312573937
2017-11-15,CAT,-0.02501107843037753,NVDA,-0.019609766141002183,V,-0.01544924661877256,HD,-0.015410869788317294,WMT,-0.013832439868763036,AAPL,-0.013190184808690941,KO,-0.013072031867822131,IBM,-0.012022314252954192,AMZN,-0.00892825205430392,UNH,-0.008738257058551913
2017-11-16,TRV,-0.021689087840795485,CVX,-0.006934083659588031,KO,-0.00555450328303686,JNJ,-0.001653712215564096,DIS,-0.0008679917221113831,MSFT,0.002651194021353165,JPM,0.0028513037432820187,BA,0.003195709620953613,AXP,0.003216818616808226,MCD,0.004601815604445392
2017-11-17,WMT,-0.02158172227354116,KO,-0.01804516399123013,V,-0.010808935694155641,MSFT,-0.009615523280594562,PG,-0.009187727683041658,MCD,-0.008150049243831115,TRV,-0.006803738696168793,AMZN,-0.006515465173448587,JNJ,-0.00626466271253856,UNH,-0.005825860206920663
2017-11-20,MRK,-0.01992765362929716,AMGN,-0.007117572510662029,DIS,-0.006670712320738237,KO,-0.005469152217953743,AMZN,-0.0031596475871705776,CRM,-0.0019520342257099976,PG,-0.0018092482546991917,TRV,-0.0011545114559359249,AAPL,-0.000999282883374697,JNJ,-0.0005072269110842909
2017-11-21,WMT,-0.00984833426523557,JPM,-0.0008080911763125309,GS,-0.0004616403651955814,VZ,-0.00043277687657805597,NKE,0.002362689223574188,DIS,0.0024332161458036072,JNJ,0.002972367960677902,MRK,0.003142248458935182,CVX,0.003922785581700117,CSCO,0.004109374916142272
2017-11-22,CRM,-0.018106573973258655,JNJ,-0.007589915859808283,MSFT,-0.0072861313100017755,BA,-0.006891594464055961,GS,-0.006680412511714806,UNH,-0.00649093813703816,AXP,-0.006249408551540991,MMM,-0.00573199477563846,V,-0.005652521594119331,CSCO,-0.005456854106069775
2017-11-24,CAT,-0.004492320505710579,AXP,-0.0036241795681603017,JPM,-0.003244100797679783,GS,-0.002029957413404282,VZ,-0.0019107975137835354,TRV,-0.0013843555306216615,DIS,-0.0009732392685064539,MMM,-0.000863813631893029,MRK,-0.00036788008977850506,AAPL,5.745614235541652e-05
2017-11-27,NVDA,-0.012997695995682346,SHW,-0.00969453470707704,CVX,-0.007896474498354289,CRM,-0.00531968256472426,AAPL,-0.005029362039359442,JPM,-0.003966713464095051,GS,-0.0035600617486925,AMGN,-0.0024098987313114772,CAT,-0.0014557328555857563,BA,-0.0011283525234155878
2017-11-28,NVDA,-0.016017941797372037,AAPL,-0.005859159143873804,AMZN,-0.0018648099848008748,KO,-0.001525049576640236,CRM,-0.0011259763814401857,NKE,-0.00083854335269129,WMT,0.0015522758265749115,IBM,0.0032242183033770466,AMGN,0.0032401633616789827,PG,0.004945923855961931
