Date,Rank_1_Stock,Rank_1_Return,Rank_2_Stock,Rank_2_Return,Rank_3_Stock,Rank_3_Return,Rank_4_Stock,Rank_4_Return,Rank_5_Stock,Rank_5_Return,Rank_6_Stock,Rank_6_Return,Rank_7_Stock,Rank_7_Return,Rank_8_Stock,Rank_8_Return,Rank_9_Stock,Rank_9_Return,Rank_10_Stock,Rank_10_Return
2016-07-18,TRV,-0.0106205473164116,MRK,-0.010230028261297042,CVX,-0.008782310345462063,UNH,-0.004104054177258676,JPM,-0.003427807612143119,HON,-0.002851925584264503,NKE,-0.002246352768842663,AMGN,-0.002143508410654693,MMM,-0.0015988335035589385,CAT,-0.0013765217731764867
2016-07-19,MSFT,-0.016122975932357786,GS,-0.011755102621716529,DIS,-0.006789878567258545,MRK,-0.006099333020655573,VZ,-0.004112138025785583,CRM,-0.0031849925599836126,TRV,-0.0028113367818916046,AMGN,-0.002700630818095018,WMT,-0.002437433264478872,IBM,-0.0017517606881852776
2016-07-20,DIS,-0.012566571502167667,CVX,-0.004243848655772098,MCD,-0.0034785113840724025,KO,-0.0026300776983255725,PG,-0.002105529795328409,VZ,-0.0014364203781400686,JNJ,-0.0008781393280764549,CAT,-0.0006267503967140042,TRV,-0.000341785164858055,NKE,0.0
2016-07-21,SHW,-0.06879243314349137,NVDA,-0.018443135511509,AXP,-0.01628420172863254,NKE,-0.013331130325115459,GS,-0.01063269734920147,HON,-0.010176948656601681,HD,-0.009751852775671033,BA,-0.008832935099179484,V,-0.007182220821157714,MMM,-0.006394141302993428
2016-07-22,HON,-0.025703563323890677,CAT,-0.007874019947793798,AAPL,-0.007744177794451135,NKE,-0.004562386101660265,DIS,-0.0030609577306456304,JNJ,-0.0009588303279883803,BA,-0.0004492548630665727,WMT,0.0004083458878136881,MRK,0.0005101276511274566,AMZN,0.0005776133030614972
2016-07-25,CVX,-0.024512443270487405,UNH,-0.013640231657248036,AAPL,-0.013379600158430982,V,-0.01213851899393581,CAT,-0.008692262418791397,AMZN,-0.00704832485901663,MCD,-0.006705108877126054,KO,-0.005672915301153325,MMM,-0.004488815777034083,MRK,-0.004419868171527175
2016-07-26,MCD,-0.04466216103460108,VZ,-0.01897238518739952,KO,-0.015141487625766281,NKE,-0.013475858788831507,MMM,-0.010967407722558775,SHW,-0.007757610109008439,DIS,-0.007187507778528057,AAPL,-0.006882733585627632,PG,-0.006177101876576163,V,-0.005700972610359734
2016-07-27,KO,-0.0329768347543955,MCD,-0.018322403828935796,TRV,-0.0103700369098918,NKE,-0.010288928897852156,NVDA,-0.010065146918240564,MSFT,-0.01004241210665957,PG,-0.009499158093572602,HON,-0.008538134770477601,WMT,-0.005560808090075864,CVX,-0.004090258747083242
2016-07-28,BA,-0.0216974690201317,CAT,-0.014030794045426065,VZ,-0.008315541659225212,CSCO,-0.007802481886887813,NKE,-0.006094362453824664,CVX,-0.004596381103409541,DIS,-0.004360230649573138,JPM,-0.0035755123926066723,MRK,-0.002900930385643985,GS,-0.0028576242652018635
2016-07-29,MCD,-0.014821475372628234,V,-0.014395584947338391,TRV,-0.011818771170332476,GS,-0.010714366623762905,CRM,-0.006437717260820097,AXP,-0.005093505127396258,IBM,-0.004647904503562228,WMT,-0.003686657569578866,JPM,-0.0020278619713202106,CAT,-0.0019293715075173745
2016-08-01,CVX,-0.03288395678180012,VZ,-0.016422984480360836,CAT,-0.009787542211389777,CRM,-0.009535499949569926,SHW,-0.00790690794190918,NVDA,-0.00647988794877985,AXP,-0.0051193785745002884,DIS,-0.004272758003199484,KO,-0.004125603128878219,GS,-0.003967368190064491
2016-08-02,AAPL,-0.014804198936755886,GS,-0.013401870893355095,NVDA,-0.0121628811363097,BA,-0.012086088818439422,HD,-0.011169355061717567,AXP,-0.010291511012897603,AMZN,-0.009326118199067812,VZ,-0.009174385459030487,NKE,-0.008843689407371569,WMT,-0.008809718188443227
2016-08-03,MRK,-0.011657992238188863,PG,-0.009105535779737828,AMZN,-0.007809852750616408,JNJ,-0.007609214034311806,AMGN,-0.00413395008871531,NKE,-0.0030952536388619833,WMT,-0.002598093517806377,UNH,-0.0020256232861076695,VZ,-0.0018518430400346064,MCD,-0.0015294336171536305
2016-08-04,DIS,-0.009678503236501212,HD,-0.00736892848583981,BA,-0.005004773228682646,SHW,-0.0049085421799496265,AMGN,-0.004382043957245063,MMM,-0.0031952751920664157,CAT,-0.0031695061508026923,KO,-0.0029788601261537817,CVX,-0.002186872994000666,GS,-0.0018315189614305227
2016-08-05,VZ,-0.005377575570025495,PG,-0.0031379927547092734,KO,-0.0006891974617215801,SHW,0.0011661580336488342,CVX,0.0011954857788383233,UNH,0.0019617867101404673,JNJ,0.003068176011230328,HON,0.003622323633708735,BA,0.003963002040474617,MMM,0.004274070981899358
2016-08-08,MRK,-0.01565926226658798,SHW,-0.009354484282513398,MCD,-0.007717325961131283,AMGN,-0.0076008817832668996,UNH,-0.00601441834339711,WMT,-0.005694463168456232,HD,-0.005112570935591254,JNJ,-0.004748852711126683,TRV,-0.0036261250529467937,JPM,-0.003016654621204151
2016-08-09,SHW,-0.007661917066223767,CAT,-0.0073106968893055235,AXP,-0.00668380472953245,MRK,-0.005886200130804431,NKE,-0.0037511711657183255,JPM,-0.0034793956743924825,CSCO,-0.0022573223822327515,UNH,-0.002180611399271948,JNJ,-0.001779085463595731,IBM,-0.0016663804209088307
2016-08-10,CVX,-0.011645927818433988,CRM,-0.011579360793738003,NKE,-0.011475485115002515,AXP,-0.00994065528533683,JPM,-0.008957208696147023,GS,-0.007647562479963788,AAPL,-0.007444059652038759,NVDA,-0.006452533451709042,AMGN,-0.004939859348123687,V,-0.004746145724956463
2016-08-11,WMT,-0.002028188471828951,DIS,-0.0009197452759873714,AAPL,-0.0006480680873496292,VZ,0.0009293699158481328,SHW,0.0009443980765697635,JPM,0.0027573050994975645,HON,0.002930219291042535,UNH,0.0030943712350672836,TRV,0.0031292579413593202,KO,0.0032098549257446596
2016-08-12,IBM,-0.009661682751590961,DIS,-0.009512195511447996,MSFT,-0.006174822635278132,NKE,-0.0049355673066490136,JNJ,-0.004443603755351688,MRK,-0.004400398713556242,MMM,-0.004033075562029365,VZ,-0.0038992522805372243,GS,-0.0037227993171951024,HD,-0.003429510191905738
2016-08-15,CRM,-0.033198636551635574,UNH,-0.008818482766021596,MCD,-0.008366598099755707,WMT,-0.007714160296478534,JNJ,-0.007385226648683796,AMZN,-0.005268169437032899,TRV,-0.0013500583507920494,NVDA,-0.0009520186312406143,VZ,-0.0007457133158559337,MRK,-0.0004735796256131186
2016-08-16,SHW,-0.016198391278801516,JNJ,-0.01618858260264555,VZ,-0.01585529794654772,AMGN,-0.013861627037262347,CRM,-0.012164096502015775,TRV,-0.01157589708124318,KO,-0.009267339825985266,IBM,-0.007289039302467382,MMM,-0.007255517325649663,HD,-0.006055929204643706
2016-08-17,NVDA,-0.023163002395532484,CRM,-0.02103638403810526,CSCO,-0.012853566549387185,SHW,-0.010457587558551196,MCD,-0.007122418361021676,BA,-0.0020740741832707688,IBM,-0.0016176886030940807,AAPL,-0.0014628597723845838,HD,-0.0005874039121800401,NKE,-0.00035180308509230596
2016-08-18,CAT,-0.012202475278058955,HD,-0.009915029324665814,CSCO,-0.007812559178959733,V,-0.007051350222418873,VZ,-0.005642071261572679,JNJ,-0.004863551173746483,MMM,-0.0038359076056073693,DIS,-0.002271074047855204,AAPL,-0.001281810746899703,AXP,-0.0007612898406024193
2016-08-19,WMT,-0.02005387382940893,MCD,-0.01809971102457908,CVX,-0.01187822323883514,AMZN,-0.00935295955161386,IBM,-0.00818054191110007,VZ,-0.00794410760026909,AMGN,-0.006466528910877289,MRK,-0.00424303425319672,BA,-0.004148025520319787,KO,-0.004081870490706185
2016-08-22,AAPL,-0.007772839388015096,JNJ,-0.006588023950105604,DIS,-0.005394616108672534,PG,-0.005268365706444844,TRV,-0.004426676042693534,KO,-0.004098125728470348,NKE,-0.004074700135352605,CVX,-0.003713718635774188,MMM,-0.003006074586364149,CAT,-0.002981746769039062
2016-08-23,WMT,-0.010041473715760252,BA,-0.006296887730881995,V,-0.003207157126200899,TRV,-0.002736457251696578,CVX,-0.002550538201229746,MCD,-0.0019930621318783315,GS,-0.0010827567575613095,UNH,-0.0005626578932986792,JPM,-0.0004562817667134178,AMGN,0.0002866563743937345
2016-08-24,AMGN,-0.020412348079032583,NVDA,-0.015418784986318324,UNH,-0.015069599127829791,SHW,-0.014838467382374043,MRK,-0.013369067124507694,CAT,-0.010236695648286775,HD,-0.008515875471251988,AXP,-0.007916776278490412,IBM,-0.007550320410803613,AAPL,-0.007533268106255875
2016-08-25,UNH,-0.018373941082084233,NKE,-0.01627367863822793,WMT,-0.013983329651952925,NVDA,-0.00661939193779193,MRK,-0.006535503906933693,AAPL,-0.004258288168619062,KO,-0.004104963733058242,CAT,-0.003728543935846984,AMGN,-0.0035707335295084297,CVX,-0.0030330694954403548
2016-08-26,VZ,-0.012891285624387128,MCD,-0.008576592457530396,KO,-0.008014419521689131,HD,-0.00790093466632491,AAPL,-0.005856625621482148,BA,-0.005639988546423447,CVX,-0.005594539823295275,TRV,-0.005180615844965097,UNH,-0.0049530782052632505,NKE,-0.0040514608315186385
2016-08-29,NKE,-0.006271345565379227,DIS,-0.0035709575696981632,AMGN,-0.0026749247320826397,CRM,-0.0013745111917001784,AAPL,-0.0011221195716588639,NVDA,-0.0006449222040094682,MSFT,0.001206424678777518,MRK,0.0025453613738883885,AMZN,0.002977844893519377,SHW,0.003009154478887721
