Date,Capital
2020-10-12,257612.5749
2020-10-13,257834.208
2020-10-14,257342.7059
2020-10-15,257397.6427
2020-10-16,253224.2276
2020-10-19,254436.8209
2020-10-20,252636.6745
2020-10-21,256928.8992
2020-10-22,257827.048
2020-10-23,252239.8989
2020-10-26,249318.8763
2020-10-27,242338.9317
2020-10-28,245677.6766
2020-10-29,244921.2163
2020-10-30,247353.9463
2020-11-02,253280.1281
2020-11-03,258160.994
2020-11-04,264652.1889
2020-11-05,264714.0322
2020-11-06,281518.218
2020-11-09,279215.5524
2020-11-10,282071.1401
2020-11-11,278096.514
2020-11-12,285056.6998
2020-11-13,287457.1852
2020-11-16,286948.3824
2020-11-17,282923.7279
2020-11-18,283200.6435
2020-11-19,281780.1569
2020-11-20,285071.0259
2020-11-23,286742.3353
2020-11-24,287831.875
2020-11-25,287350.9958
2020-11-27,283011.5539
2020-11-30,285917.744
2020-12-01,282268.1507
2020-12-02,281039.7447
2020-12-03,283016.3413
2020-12-04,283550.6299
2020-12-07,285458.1109
2020-12-08,282769.9926
2020-12-09,284086.5692
2020-12-10,283687.9175
2020-12-11,280860.5104
2020-12-14,284325.8971
2020-12-15,284711.1788
2020-12-16,285368.4527
2020-12-17,284341.2399
2020-12-18,287049.5041
2020-12-21,285433.3317
2020-12-22,288874.1176
2020-12-23,289570.5262
2020-12-24,291007.918
2020-12-28,289690.4179
2020-12-29,290526.1102
2020-12-30,292554.6356
2020-12-31,289026.793
2021-01-04,290937.1347
2021-01-05,292565.4476
2021-01-06,297283.4755
2021-01-07,297400.8027
2021-01-08,298204.9288
2021-01-11,298078.0394
2021-01-12,297984.6254
2021-01-13,296883.0769
2021-01-14,296305.2656
2021-01-15,298800.0755
2021-01-19,299882.8844
2021-01-20,298676.2827
2021-01-21,297363.0615
2021-01-22,296001.2324
2021-01-25,292564.1363
2021-01-26,284657.6834
2021-01-27,289972.7594
2021-01-28,283813.8144
2021-01-29,285886.0979
2021-02-01,287807.8507
2021-02-02,288110.4025
2021-02-03,291908.3482
2021-02-04,292380.749
2021-02-05,295627.5725
2021-02-08,295566.5763
2021-02-09,296625.8953
2021-02-10,297076.2002
2021-02-11,298248.0555
2021-02-12,298935.2058
2021-02-16,299883.5746
2021-02-17,299620.9786
2021-02-18,303234.5791
2021-02-19,302296.9194
2021-02-22,299486.64
2021-02-23,301819.5896
2021-02-24,297655.0041
2021-02-25,295690.4857
2021-02-26,299969.3273
2021-03-01,298302.8745
2021-03-02,293099.1778
2021-03-03,289348.1169
2021-03-04,293022.3583
2021-03-05,293378.0067
2021-03-08,299991.8375
2021-03-09,304639.7571
2021-03-10,309134.4626
2021-03-11,312222.1674
2021-03-12,316081.505
2021-03-15,313277.0999
2021-03-16,317207.4696
2021-03-17,315596.6248
2021-03-18,315904.5582
2021-03-19,314941.4224
2021-03-22,310556.2982
2021-03-23,310111.1546
2021-03-24,309611.7271
2021-03-25,315089.9252
2021-03-26,316309.8102
2021-03-29,316044.1434
2021-03-30,316303.9485
2021-03-31,318148.8159
2021-04-01,322522.0406
2021-04-05,321474.2819
2021-04-06,322597.874
2021-04-07,322293.4378
2021-04-08,324400.4099
2021-04-09,323906.4414
2021-04-12,324446.252
2021-04-13,326019.6465
2021-04-14,331257.3521
2021-04-15,333065.9387
2021-04-16,330910.1551
2021-04-19,326927.2158
2021-04-20,330732.213
2021-04-21,327987.5345
2021-04-22,331113.4622
2021-04-23,330006.2741
2021-04-26,329612.5721
2021-04-27,329063.693
2021-04-28,330912.6874
2021-04-29,329881.1538
2021-04-30,331232.4456
2021-05-03,328912.302
2021-05-04,328453.3911
2021-05-05,331836.8087
2021-05-06,335090.5558
2021-05-07,336114.1466
2021-05-10,335124.7631
2021-05-11,329541.8382
2021-05-12,333933.745
2021-05-13,337952.3646
2021-05-14,336814.0416
2021-05-17,334801.8341
2021-05-18,332206.8184
2021-05-19,333814.3773
2021-05-20,334693.7551
2021-05-21,337573.5395
2021-05-24,335823.6584
2021-05-25,335585.1309
2021-05-26,333377.9683
2021-05-27,337275.9422
2021-05-28,337546.8381
2021-06-01,338036.644
2021-06-02,337133.1751
2021-06-03,340374.5482
2021-06-04,338661.6933
2021-06-07,338390.1223
2021-06-08,338668.5112
2021-06-09,336311.9732
2021-06-10,336764.1336
2021-06-11,335185.8721
2021-06-14,334219.4921
2021-06-15,333288.3466
2021-06-16,332416.782
2021-06-17,325792.9502
2021-06-18,332563.8597
2021-06-21,333600.9289
2021-06-22,333208.8357
2021-06-23,334761.91
2021-06-24,341055.9814
2021-06-25,343074.99
2021-06-28,342513.7036
2021-06-29,346114.5452
2021-06-30,349010.2375
2021-07-01,349164.8203
2021-07-02,345667.1729
2021-07-06,346611.7837
2021-07-07,344878.5241
2021-07-08,351310.9127
2021-07-09,351023.4255
2021-07-12,351025.262
2021-07-13,349393.5799
2021-07-14,347482.387
2021-07-15,342535.2912
2021-07-16,335197.2603
2021-07-19,343118.8691
2021-07-20,346198.6024
2021-07-21,346341.6933
2021-07-22,348042.2133
2021-07-23,349702.7383
2021-07-26,348822.675
2021-07-27,349823.3878
2021-07-28,352127.1429
2021-07-29,347282.0024
2021-07-30,346930.5108
2021-08-02,348374.5347
2021-08-03,347353.6173
2021-08-04,350346.0518
2021-08-05,350523.6499
2021-08-06,349870.3253
2021-08-09,349764.5928
2021-08-10,349877.8306
2021-08-11,351264.8549
2021-08-12,350175.6107
2021-08-13,349439.2961
2021-08-16,344725.993
2021-08-17,340674.5987
2021-08-18,339680.5427
2021-08-19,341252.3768
2021-08-20,344589.8951
2021-08-23,342238.0305
2021-08-24,341661.8195
2021-08-25,340040.0604
2021-08-26,343215.6941
2021-08-27,344648.3941
2021-08-30,345692.6295
2021-08-31,346131.6394
2021-09-01,349022.7186
2021-09-02,349561.8897
2021-09-03,347129.399
2021-09-07,347050.0566
2021-09-08,346334.853
2021-09-09,344799.5141
2021-09-10,347940.7876
2021-09-13,346372.738
2021-09-14,349689.6506
2021-09-15,348952.1652
2021-09-16,346505.9937
2021-09-17,339587.2488
2021-09-20,338669.9954
2021-09-21,343068.2692
2021-09-22,347442.6173
2021-09-23,346998.8322
2021-09-24,345294.7335
2021-09-27,337804.3779
2021-09-28,338366.1964
2021-09-29,334172.2713
2021-09-30,340155.7287
2021-10-01,335295.9544
2021-10-04,339925.2973
2021-10-05,340279.7986
2021-10-06,343431.1872
2021-10-07,342551.2635
2021-10-08,340524.4947
2021-10-11,338823.2092
2021-10-12,337989.4542
2021-10-13,341097.9589
2021-10-14,342863.0335
2021-10-15,340705.3683
2021-10-18,343634.8875
2021-10-19,343317.2145
2021-10-20,341610.1293
2021-10-21,344062.5446
2021-10-22,344248.7482
2021-10-25,345021.057
2021-10-26,340898.6008
2021-10-27,342564.7653
2021-10-28,343687.7783
2021-10-29,344212.4161
2021-11-01,345346.4448
2021-11-02,346825.7335
2021-11-03,346713.4937
2021-11-04,348208.0559
2021-11-05,350325.4226
2021-11-08,351426.9153
2021-11-09,348338.1008
2021-11-10,350358.8603
2021-11-11,352057.1111
2021-11-12,350762.4345
2021-11-15,351535.2594
2021-11-16,350146.9118
2021-11-17,351610.2421
2021-11-18,349623.9185
2021-11-19,350886.7847
2021-11-22,350532.2196
2021-11-23,351009.2791
2021-11-24,343320.6516
2021-11-26,344033.7656
2021-11-29,338494.9122
2021-11-30,334135.3169
2021-12-01,343747.9139
2021-12-02,344581.1991
2021-12-03,348799.6755
2021-12-06,354792.4153
2021-12-07,354743.6271
2021-12-08,353419.9886
2021-12-09,353107.5442
2021-12-10,347797.1331
2021-12-13,347146.7237
2021-12-14,351974.5716
2021-12-15,355797.4193
2021-12-16,352806.2487
2021-12-17,348910.9917
2021-12-20,358257.7266
2021-12-21,360322.2783
2021-12-22,361871.4374
2021-12-23,364989.2126
2021-12-27,366770.2382
2021-12-28,366246.6106
2021-12-29,365565.4267
2021-12-30,364497.9887
2021-12-31,369680.7134
2022-01-03,368314.7723
2022-01-04,359819.9272
2022-01-05,359887.3375
2022-01-06,357862.1839
2022-01-07,355370.2502
2022-01-10,356411.4783
2022-01-11,356337.2466
2022-01-12,355439.4433
2022-01-13,355229.0829
2022-01-14,348890.9419
2022-01-18,345551.7808
2022-01-19,341476.1671
2022-01-20,333941.6911
2022-01-21,334244.432
2022-01-24,336001.4754
2022-01-25,335545.1169
2022-01-26,335308.8905
2022-01-27,338857.3263
2022-01-28,342557.9889
2022-01-31,345606.0926
2022-02-01,348838.9157
2022-02-02,340776.3227
2022-02-03,345768.2923
2022-02-04,344992.2478
2022-02-07,346200.1321
2022-02-08,349502.3999
2022-02-09,346032.8627
2022-02-10,338450.2942
2022-02-11,338450.9968
2022-02-14,340975.1242
2022-02-15,340322.2958
2022-02-16,334608.619
2022-02-17,330283.5566
2022-02-18,325674.2155
2022-02-22,319761.4714
2022-02-23,327259.3854
2022-02-24,338326.2323
2022-02-25,337575.8435
2022-02-28,329417.1785
2022-03-01,335337.2139
2022-03-02,333769.8332
2022-03-03,327545.831
2022-03-04,310500.3407
2022-03-07,309563.7579
2022-03-08,315459.3831
2022-03-09,315834.0201
2022-03-10,312568.6596
2022-03-11,309919.9685
2022-03-14,317167.6508
2022-03-15,319820.1555
2022-03-16,323256.5571
2022-03-17,324821.7952
2022-03-18,326415.2644
2022-03-21,330683.8552
2022-03-22,327357.0337
2022-03-23,332919.2641
2022-03-24,335092.8956
2022-03-25,338023.3806
2022-03-28,340257.4931
2022-03-29,341515.9887
2022-03-30,335684.0104
2022-03-31,335828.2109
2022-04-01,339380.4814
2022-04-04,339954.109
2022-04-05,330192.1526
2022-04-06,329582.1382
2022-04-07,326878.0492
2022-04-08,320096.2411
2022-04-11,318664.7327
2022-04-12,321101.0648
2022-04-13,319128.1816
2022-04-14,318368.396
2022-04-18,326324.7834
2022-04-19,329746.3984
2022-04-20,323567.7822
2022-04-21,313806.2534
2022-04-22,314927.2564
2022-04-25,306184.8154
2022-04-26,305872.884
2022-04-27,312143.0096
2022-04-28,304394.8804
2022-04-29,307696.3302
2022-05-02,306549.3626
2022-05-03,314502.6423
2022-05-04,306573.6699
2022-05-05,302639.6879
2022-05-06,296427.1842
2022-05-09,299215.038
2022-05-10,296909.8391
2022-05-11,294432.2523
2022-05-12,303867.2179
2022-05-13,305871.3675
2022-05-16,315212.1175
2022-05-17,303549.2955
2022-05-18,300806.7563
2022-05-19,301865.9294
2022-05-20,308483.7655
2022-05-23,308071.6706
2022-05-24,313695.3515
2022-05-25,316254.5859
2022-05-26,319683.1871
2022-05-27,317098.789
2022-05-31,318611.5252
2022-06-01,324077.4381
2022-06-02,322547.154
2022-06-03,323109.8908
2022-06-06,325266.7779
2022-06-07,321378.7337
2022-06-08,314292.9035
2022-06-09,300398.7418
2022-06-10,286108.7774
2022-06-13,286489.6208
2022-06-14,289597.9353
2022-06-15,282992.5076
2022-06-16,285595.8923
2022-06-17,292516.8502
2022-06-21,291642.2648
2022-06-22,290123.1002
2022-06-23,300633.2973
2022-06-24,301844.5658
2022-06-27,292266.597
2022-06-28,293487.2209
2022-06-29,290568.6104
2022-06-30,292860.1456
2022-07-01,292166.4201
2022-07-05,292942.3113
2022-07-06,299427.617
2022-07-07,298794.3276
2022-07-08,295942.9598
2022-07-11,295801.4233
2022-07-12,294783.4981
2022-07-13,291595.1225
2022-07-14,299678.5224
2022-07-15,297411.7414
2022-07-18,299051.4135
2022-07-19,295976.9721
2022-07-20,295218.2749
2022-07-21,293304.3421
2022-07-22,292052.2381
2022-07-25,284850.1787
2022-07-26,292863.2998
2022-07-27,295102.606
2022-07-28,297709.0053
2022-07-29,299753.8925
2022-08-01,296361.5052
2022-08-02,300438.0444
2022-08-03,297693.5093
2022-08-04,299018.1161
2022-08-05,298030.6189
2022-08-08,297075.4876
2022-08-09,306470.3123
2022-08-10,305709.8661
2022-08-11,309848.5503
2022-08-12,312334.7712
2022-08-15,314540.6947
2022-08-16,312406.6268
2022-08-17,312226.0934
2022-08-18,309556.8337
2022-08-19,301046.5546
2022-08-22,300558.1648
2022-08-23,301277.2383
2022-08-24,303959.039
2022-08-25,296459.3253
2022-08-26,292564.7436
2022-08-29,290108.5777
2022-08-30,286535.2424
2022-08-31,284645.7497
2022-09-01,282660.5534
2022-09-02,280139.941
2022-09-06,286100.3766
2022-09-07,288127.9157
2022-09-08,294118.2241
2022-09-09,295752.5281
2022-09-12,284058.3955
2022-09-13,284972.8333
2022-09-14,284096.9074
2022-09-15,281752.8157
2022-09-16,284913.8225
2022-09-19,282538.8487
2022-09-20,276311.7089
2022-09-21,273301.0756
2022-09-22,268476.6309
2022-09-23,265441.902
2022-09-26,265268.2276
2022-09-27,269652.5883
2022-09-28,265847.4814
2022-09-29,257669.9529
2022-09-30,265171.3584
2022-10-03,269576.3642
2022-10-04,268892.9776
2022-10-05,265581.5061
2022-10-06,260301.5259
2022-10-07,257256.6707
2022-10-10,254633.9317
2022-10-11,254742.1523
2022-10-12,260686.1499
2022-10-13,257362.3089
2022-10-14,265561.6166
2022-10-17,268216.2874
2022-10-18,267491.4168
2022-10-19,265157.7108
2022-10-20,271526.7084
2022-10-21,275205.6249
2022-10-24,280382.9095
2022-10-25,283817.3033
2022-10-26,283030.0739
2022-10-27,289200.1563
2022-10-28,289409.2433
2022-10-31,287305.6486
2022-11-01,279412.9326
2022-11-02,273081.8575
2022-11-03,275860.5846
2022-11-04,279077.5198
2022-11-07,280146.7209
2022-11-08,271314.918
2022-11-09,289334.9805
2022-11-10,285964.9179
2022-11-11,286560.1537
2022-11-14,290048.5796
2022-11-15,291738.3153
2022-11-16,290139.9297
2022-11-17,290527.3435
2022-11-18,288901.0423
2022-11-21,294929.8027
2022-11-22,296216.5816
2022-11-23,297120.9797
2022-11-25,292336.2129
2022-11-28,292766.1373
2022-11-29,305339.1738
2022-11-30,304497.1304
2022-12-01,304274.9595
2022-12-02,296738.0214
2022-12-05,291713.7875
2022-12-06,290931.8639
2022-12-07,293272.8559
2022-12-08,291523.8307
2022-12-09,295421.9115
2022-12-12,297013.5075
2022-12-13,296380.8206
2022-12-14,288995.0348
2022-12-15,285827.791
2022-12-16,283282.2127
2022-12-19,284075.2269
2022-12-20,288726.2448
2022-12-21,286211.2553
2022-12-22,287598.531
2022-12-23,285195.8231
2022-12-27,281526.4051
2022-12-28,286682.5284
2022-12-29,286260.9636
2022-12-30,287765.0992
2023-01-03,289840.3551
2023-01-04,286177.8907
2023-01-05,293911.9258
2023-01-06,292240.106
2023-01-09,293123.3674
2023-01-10,294582.3756
2023-01-11,295728.3083
2023-01-12,297574.4046
2023-01-13,294661.1653
2023-01-17,288861.0853
2023-01-18,284706.1132
2023-01-19,292560.3993
2023-01-20,293189.4376
2023-01-23,294128.6283
2023-01-24,293686.3144
2023-01-25,292628.1428
2023-01-26,295751.5455
2023-01-27,294147.8354
2023-01-30,296838.3037
2023-01-31,296345.4938
2023-02-01,291844.3518
2023-02-02,291483.5949
2023-02-03,290411.1214
2023-02-06,292059.5727
2023-02-07,289101.1324
2023-02-08,286054.9588
2023-02-09,286317.8812
2023-02-10,291091.2962
2023-02-13,289893.6832
2023-02-14,291230.138
2023-02-15,286120.6743
2023-02-16,285273.4869
2023-02-17,277423.335
2023-02-21,277365.6367
2023-02-22,277870.627
2023-02-23,276335.7132
2023-02-24,277674.0053
2023-02-27,275586.7963
2023-02-28,274927.7467
2023-03-01,277810.8556
2023-03-02,280784.4484
2023-03-03,282259.2285
2023-03-06,277763.8478
2023-03-07,278179.4605
2023-03-08,273392.4629
2023-03-09,269031.0732
2023-03-10,267343.1236
2023-03-13,271103.933
2023-03-14,269550.7704
2023-03-15,272939.9106
2023-03-16,270674.6588
2023-03-17,275289.8609
2023-03-20,278618.0982
2023-03-21,274305.4262
2023-03-22,274092.1776
2023-03-23,275528.8374
2023-03-24,276979.7762
2023-03-27,276558.2472
2023-03-28,280508.7403
2023-03-29,281271.3903
2023-03-30,285205.8232
2023-03-31,290049.7885
2023-04-03,289365.0488
2023-04-04,288063.3145
2023-04-05,288579.147
2023-04-06,290636.3736
2023-04-10,289507.3327
2023-04-11,286858.2746
2023-04-12,290315.8369
2023-04-13,290726.4241
2023-04-14,292218.1619
2023-04-17,291272.0995
2023-04-18,291631.964
2023-04-19,289400.1049
2023-04-20,290013.7243
2023-04-21,291488.5651
2023-04-24,287056.2874
2023-04-25,288947.7836
2023-04-26,293876.1679
2023-04-27,296313.9071
2023-04-28,295452.7844
2023-05-01,291785.8902
2023-05-02,289182.1318
2023-05-03,287034.1677
2023-05-04,292462.2148
2023-05-05,292200.9333
2023-05-08,291818.2738
2023-05-09,292187.6317
2023-05-10,288955.7625
2023-05-11,288434.3614
2023-05-12,289959.2544
2023-05-15,286133.2417
2023-05-16,290569.6996
2023-05-17,290601.0568
2023-05-18,290683.7199
2023-05-19,289725.9813
2023-05-22,287896.8009
2023-05-23,286741.6384
2023-05-24,286462.3843
2023-05-25,287879.1749
2023-05-26,286241.9485
2023-05-30,283905.499
2023-05-31,286871.198
2023-06-01,290239.0755
2023-06-02,289627.9542
2023-06-05,291086.9404
2023-06-06,289295.1665
2023-06-07,292950.2022
2023-06-08,292095.6704
2023-06-09,294819.7359
2023-06-12,295619.7544
2023-06-13,295549.5285
2023-06-14,299013.9718
2023-06-15,297257.8025
2023-06-16,294958.2092
2023-06-20,294162.1851
2023-06-21,295277.0187
2023-06-22,293394.5873
2023-06-23,291432.1299
2023-06-26,293815.448
2023-06-27,292773.1644
2023-06-28,294912.8966
2023-06-29,299172.8487
2023-06-30,300377.0504
2023-07-03,298568.3741
2023-07-05,294932.5798
2023-07-06,295139.5962
2023-07-07,295536.235
2023-07-10,298354.7434
2023-07-11,298335.1418
2023-07-12,298233.7409
2023-07-13,298586.223
2023-07-14,296706.7887
2023-07-17,297779.407
2023-07-18,299692.3322
2023-07-19,302909.9691
2023-07-20,302184.8632
2023-07-21,304093.4244
2023-07-24,305279.5416
2023-07-25,308949.0786
2023-07-26,305368.8221
2023-07-27,308804.4315
2023-07-28,309135.7503
2023-07-31,308747.0629
2023-08-01,305937.4314
2023-08-02,305648.0033
2023-08-03,302134.2925
2023-08-04,304235.3546
2023-08-07,302616.6637
2023-08-08,298944.429
2023-08-09,299302.334
2023-08-10,299349.8138
2023-08-11,302432.342
2023-08-14,300206.5134
2023-08-15,298294.0513
2023-08-16,295999.3414
2023-08-17,297190.7164
2023-08-18,295799.1254
2023-08-21,294431.1726
2023-08-22,296605.1543
2023-08-23,293119.8098
2023-08-24,296967.7282
2023-08-25,298955.7982
2023-08-28,300748.02
2023-08-29,301468.137
2023-08-30,300343.007
2023-08-31,299689.3427
2023-09-01,298267.7106
2023-09-05,297944.4275
2023-09-06,298432.0156
2023-09-07,297525.0953
2023-09-08,298259.2153
2023-09-11,298925.8171
2023-09-12,299991.1665
2023-09-13,303065.4392
2023-09-14,298609.3101
2023-09-15,298259.4575
2023-09-18,296809.0549
2023-09-19,294960.3029
2023-09-20,289591.9704
2023-09-21,289408.0021
2023-09-22,289964.3879
2023-09-25,287486.5465
2023-09-26,287438.1568
2023-09-27,288390.0642
2023-09-28,287036.5749
2023-09-29,285779.0387
2023-10-02,283207.0339
2023-10-03,285596.5699
2023-10-04,286293.2868
2023-10-05,288040.89
2023-10-06,290020.1768
2023-10-09,292789.5883
2023-10-10,293500.188
2023-10-11,291616.3359
2023-10-12,289426.0116
2023-10-13,293066.5965
2023-10-16,293160.6305
2023-10-17,288606.6851
2023-10-18,286418.3246
2023-10-19,283656.6161
2023-10-20,283976.0785
2023-10-23,286586.7233
2023-10-24,286862.6299
2023-10-25,284057.8939
2023-10-26,285139.0405
2023-10-27,290719.9796
2023-10-30,291612.6471
2023-10-31,296010.2947
2023-11-01,301960.6101
2023-11-02,302440.1204
2023-11-03,303105.7465
2023-11-06,302303.9583
2023-11-07,301400.3494
2023-11-08,300673.3122
2023-11-09,303122.1717
2023-11-10,304253.6945
2023-11-13,311118.7092
2023-11-14,311545.5584
2023-11-15,314067.2346
2023-11-16,316283.564
2023-11-17,318014.2
2023-11-20,317829.1775
2023-11-21,320194.8442
2023-11-22,320531.7025
2023-11-24,320943.7261
2023-11-27,320367.3229
2023-11-28,321351.5704
2023-11-29,323832.6392
2023-11-30,326323.3583
2023-12-01,324370.6836
2023-12-04,326500.5825
2023-12-05,326603.8286
2023-12-06,328241.6728
2023-12-07,328684.254
2023-12-08,330962.408
2023-12-11,331888.5564
2023-12-12,336564.3577
2023-12-13,335826.1307
2023-12-14,335856.7797
2023-12-15,336824.7397
2023-12-18,339562.148
2023-12-19,334984.4407
2023-12-20,339323.8022
2023-12-21,340229.5365
2023-12-22,341070.3191
2023-12-26,341415.4427
2023-12-27,341691.9487
2023-12-28,340802.8351
2023-12-29,336802.4239
2024-01-02,331212.4325
2024-01-03,331425.8986
2024-01-04,331000.921
2024-01-05,333507.5108
2024-01-08,331405.5168
2024-01-09,331189.4347
2024-01-10,330115.3141
2024-01-11,330260.1335
2024-01-12,324922.3674
2024-01-16,323816.1886
2024-01-17,326530.9978
2024-01-18,328105.3485
2024-01-19,329033.345
2024-01-22,328651.0035
2024-01-23,327198.367
2024-01-24,331940.9269
2024-01-25,332197.6226
2024-01-26,335170.9044
2024-01-29,335812.1443
2024-01-30,333321.8366
2024-01-31,336248.3234
2024-02-01,337439.1666
2024-02-02,334475.5637
2024-02-05,336078.8049
2024-02-06,336732.5049
2024-02-07,339760.571
2024-02-08,340108.5656
2024-02-09,341758.1679
2024-02-12,338016.8119
2024-02-13,340501.5307
2024-02-14,343730.7514
2024-02-15,341087.6183
2024-02-16,339639.4782
2024-02-20,338566.8293
2024-02-21,348409.3049
2024-02-22,348798.1802
2024-02-23,347673.719
2024-02-26,347275.7813
2024-02-27,346192.1941
2024-02-28,346464.5566
2024-02-29,345898.4997
2024-03-01,344476.628
2024-03-04,340717.511
2024-03-05,341438.2099
2024-03-06,342630.6941
2024-03-07,343798.9683
2024-03-08,341179.9747
2024-03-11,345485.7739
2024-03-12,344668.8829
2024-03-13,342060.7184
2024-03-14,340751.4193
2024-03-15,342864.2578
2024-03-18,346158.215
2024-03-19,349157.1787
2024-03-20,349766.4001
2024-03-21,349310.178
2024-03-22,346833.9987
2024-03-25,346534.4801
2024-03-26,350040.6429
2024-03-27,350406.3442
2024-03-28,347759.9154
2024-04-01,342856.8305
2024-04-02,342373.5948
2024-04-03,337318.8544
2024-04-04,340945.9581
2024-04-05,340599.6862
2024-04-08,341061.7504
2024-04-09,338377.0098
2024-04-10,338786.109
2024-04-11,335479.7983
2024-04-12,334182.4398
2024-04-15,333743.8827
2024-04-16,333882.6316
2024-04-17,333440.9607
2024-04-18,332010.7424
2024-04-19,335652.9713
2024-04-22,337076.5845
2024-04-23,337526.85
2024-04-24,337325.699
2024-04-25,339194.6399
2024-04-26,340431.7778
2024-04-29,335697.9026
2024-04-30,336096.8829
2024-05-01,340230.5186
2024-05-02,340227.8484
2024-05-03,342477.1519
2024-05-06,342380.4414
2024-05-07,344532.2011
2024-05-08,347019.8313
2024-05-09,348488.1256
2024-05-10,348272.0641
2024-05-13,348562.3985
2024-05-14,351232.8166
2024-05-15,355237.6265
2024-05-16,355564.685
2024-05-17,354914.1405
2024-05-20,355956.1843
2024-05-21,354217.5797
2024-05-22,349897.5582
2024-05-23,350421.0452
2024-05-24,347817.8283
2024-05-28,345011.9503
2024-05-29,347091.8694
2024-05-30,351678.5354
2024-05-31,353273.6988
2024-06-03,354053.7527
2024-06-04,354138.6252
2024-06-05,355079.5901
2024-06-06,354841.2612
2024-06-07,355624.7435
2024-06-10,355524.6143
2024-06-11,355745.172
2024-06-12,354831.103
2024-06-13,354411.9134
2024-06-14,357159.3832
2024-06-17,358868.9689
2024-06-18,360732.3933
2024-06-20,359783.0555
2024-06-21,362461.0846
2024-06-24,362503.4237
2024-06-25,363321.2452
2024-06-26,363538.7053
2024-06-27,362627.6816
2024-06-28,365531.1734
2024-07-01,365988.0104
2024-07-02,367661.7047
2024-07-03,368613.8485
2024-07-05,370420.8468
2024-07-08,369767.4657
2024-07-09,373764.1819
2024-07-10,372715.0909
2024-07-11,374109.812
2024-07-12,373642.4305
2024-07-15,378514.2924
2024-07-16,376924.8503
2024-07-17,372888.4881
2024-07-18,372857.5362
2024-07-19,374785.9732
2024-07-22,374181.491
2024-07-23,371143.3325
2024-07-24,372717.2552
2024-07-25,375079.2317
2024-07-26,375802.7012
2024-07-29,376195.8531
2024-07-30,381216.0238
2024-07-31,383338.2248
2024-08-01,372864.9415
2024-08-02,363790.7987
2024-08-05,367386.4223
2024-08-06,368015.1604
2024-08-07,376277.0413
2024-08-08,375975.2271
2024-08-09,374903.766
2024-08-12,378823.2248
2024-08-13,381003.2232
2024-08-14,390824.6101
2024-08-15,392788.9057
2024-08-16,395212.171
2024-08-19,394338.1822
2024-08-20,395971.8243
2024-08-21,395319.1923
2024-08-22,401347.7382
2024-08-23,402229.159
2024-08-26,402223.4318
2024-08-27,399847.608
2024-08-28,399231.1844
2024-08-29,402581.8563
2024-08-30,397342.8554
2024-09-03,396037.3088
2024-09-04,396628.2182
2024-09-05,392330.5345
2024-09-06,400035.5359
2024-09-09,400554.5032
2024-09-10,402579.7015
2024-09-11,404414.7701
2024-09-12,406093.7955
2024-09-13,406828.7581
2024-09-16,405398.0678
2024-09-17,404229.0536
2024-09-18,409236.3538
2024-09-19,411151.103
2024-09-20,411850.1738
2024-09-23,412528.3279
2024-09-24,408039.7561
2024-09-25,410928.1878
2024-09-26,412260.3173
2024-09-27,412317.9711
2024-09-30,412146.0948
2024-10-01,414757.4137
2024-10-02,411175.6972
2024-10-03,416003.6363
2024-10-04,412408.2485
2024-10-07,415402.2492
2024-10-08,418939.0524
2024-10-09,417971.6703
2024-10-10,421290.3917
2024-10-11,425008.0143
2024-10-14,427207.5715
2024-10-15,435667.1886
2024-10-16,435705.002
2024-10-17,435805.0047
2024-10-18,432497.3982
2024-10-21,430585.9587
2024-10-22,427994.3673
2024-10-23,427520.7066
2024-10-24,424490.7183
2024-10-25,429661.848
2024-10-28,429135.1913
2024-10-29,429343.8948
2024-10-30,427435.1984
2024-10-31,433534.1548
2024-11-01,434136.893
2024-11-04,439590.6269
2024-11-05,442777.2085
2024-11-06,447296.5678
2024-11-07,447584.2494
2024-11-08,446584.7492
2024-11-11,442135.4797
2024-11-12,441999.8015
2024-11-13,439674.5028
2024-11-14,436004.0133
2024-11-15,435230.7201
2024-11-18,436577.7021
2024-11-19,437506.0234
2024-11-20,441718.1992
2024-11-21,445670.1783
2024-11-22,448435.8599
2024-11-25,449702.5343
2024-11-26,451515.3937
2024-11-27,453911.9679
2024-11-29,452205.5682
2024-12-02,450974.2374
2024-12-03,451344.7128
2024-12-04,452348.0714
2024-12-05,449589.0349
2024-12-06,449765.4007
2024-12-09,448461.6296
2024-12-10,451413.4504
2024-12-11,451265.6789
2024-12-12,450121.3661
2024-12-13,449471.5709
2024-12-16,448704.5355
2024-12-17,437694.9041
2024-12-18,438230.2483
2024-12-19,443315.3435
2024-12-20,442218.6868
2024-12-23,446494.703
2024-12-24,446840.3359
2024-12-26,442786.2039
2024-12-27,438508.0194
2024-12-30,439493.4093
2024-12-31,438940.6659
2025-01-02,439907.9466
2025-01-03,437036.1837
2025-01-06,435973.6813
2025-01-07,437423.2845
2025-01-08,432362.7561
2025-01-10,435562.9427
2025-01-13,434114.4159
2025-01-14,439260.8144
2025-01-15,437705.624
2025-01-16,442322.1318
2025-01-17,447949.6158
2025-01-21,450574.097
2025-01-22,454727.6626
2025-01-23,452913.5853
2025-01-24,449195.7094
2025-01-27,456370.4877
2025-01-28,458981.5429
2025-01-29,458209.3376
2025-01-30,456326.2686
2025-01-31,453491.5703
2025-02-03,457320.8367
2025-02-04,457657.8196
